user_id,target,name,sex,dob,location,location_population,location_from,location_from_population,occupation,hobbies,daily_commute,friends_number,relationship_status,education,credit_card_type
3388,1,Iga,female,1983-06-18,Tychy,128211,Tychy,128211,"Labourers in mining, construction, manufacturing and transport","Squash,Bodybuilding,Gym,Running,Archery,Knitting",75,205,Single,,Visa
3389,0,Bernardeta,female,1963-12-08,Gliwice,181309,Gliwice,181309,Stationary plant and machine operators,,38,256,Married,4,Revolut
3390,0,Emiliana,,1983-11-04,Świdnica,57671,Świdnica,57671,Electrical and electronic trades workers,"Stretching,Badminton,Origami,Basketball",4,205,Divorced,4,
3391,0,Eugenia,female,1983-02-09,Tarnów,109650,Poznań,538633,Numerical and material recording clerks,"Squash,Weightlifting,Mushroom hunting,Stone skipping",62,175,In relationship,5,
3392,0,Aurelian,male,1957-02-22,Bydgoszcz,352313,Bydgoszcz,352313,"Hospitality, retail and other services managers",Cabaret,73,256,Married with kids,1,Visa
3393,0,Ambroży,male,1990-11-19,Namysłów,16360,Radom,214566,Drivers and mobile plant operators,"Cardio,Sewing,Nordic skating,Motor sports",46,141,Married with kids,3,Mastercard
3394,0,Bogdan,,1961-07-20,Katowice,296262,Gryfino,21393,Stationary plant and machine operators,"Rowing,Hunting,Letterboxing",55,269,Married,4,Visa
3395,0,Cezary,male,1960-03-14,Sandomierz,23863,Lublin,339850,"Agricultural, forestry and fishery labourers","Kettleballs,Skiing,Rugby,Metal detecting",67,123,,1,Visa
3396,0,Eustachy,male,1968-04-13,Gniezno,68943,Rypin,16482,Food preparation assistants,,19,164,Married,5,Visa
3397,0,Bogna,female,1975-06-06,Małomice,3512,Poznań,538633,Drivers and mobile plant operators,"Swimming,Stand-up comedy,Lockpicking",66,248,In relationship,4,Mastercard
3398,0,Ismena,female,2000-06-07,Skarżysko-Kamienna,45953,Skarżysko-Kamienna,45953,Customer services clerks,"Rowing,role-playing games,Blacksmithing",87,155,Married,2,Visa
3399,0,Jagoda,female,2000-11-23,Wągrowiec,25607,Wągrowiec,25607,Food preparation assistants,Knapping,70,223,,4,Visa
3400,0,Bronisława,female,1977-09-20,Małomice,3512,Augustów,30270,Electrical and electronic trades workers,,,94,Married with kids,1,Mastercard
3401,0,Irmina,female,1976-04-09,Tarnowskie Góry,61262,Głogów,68179,Science and engineering associate professionals,,3,0,In relationship,4,Mastercard
3402,0,Franciszka,female,1990-11-08,Żary,37907,Kraków,767348,Science and engineering associate professionals,"Hunting,Sports",98,86,Married,4,Visa
3403,0,Błażej,male,1970-09-10,Jawor,23266,Jawor,23266,Sales workers,Jogging,21,271,In relationship,4,Visa
3404,0,Erwina,female,1972-03-04,Kraków,767348,Poznań,538633,Cleaners and helpers,"Tai chi,Handball",9,238,Married with kids,,Visa
3405,0,Eugenia,female,2000-05-22,Gdańsk,464254,Gdańsk,464254,Production and specialised services managers,"Sketching,Parkour,Genealogy",79,349,Married with kids,3,Visa
3406,1,Aurela,female,1988-07-11,Poznań,538633,Jordanów,5362,Street and related sales and service workers,"Rowing,Pet,Horseback riding",30,163,Single,5,Mastercard
3407,0,Inga,female,1963-05-03,Kościerzyna,23809,Ełk,61523,"Hospitality, retail and other services managers","Mountain biking,Swimming,Sculling",76,68,Married with kids,4,Visa
3408,0,Emanuel,male,2000-03-30,Ostrów Wielkopolski,72364,Wrocław,638586,"Chief executives, senior officials and legislators","Paintball,Drama,Pet",47,237,In relationship,3,Visa
3409,1,Franciszek,male,1977-10-27,Wrocław,638586,Leśnica,2668,Numerical and material recording clerks,"Badminton,Driving",,275,Single,2,Visa
3410,0,Andrzej,male,1982-01-04,Piekary Śląskie,55652,Gdańsk,464254,Assemblers,"Lapidary,Book restoration",94,55,Married with kids,5,
3411,1,Dorian,male,1986-09-23,Jelenia Góra,80072,Jelenia Góra,80072,Information and communications technicians,"Kettleballs,Fitness,Letterboxing",35,230,,1,Mastercard
3412,1,Aurelia,female,,Gdynia,246306,Bielsko-Biała,171505,Market-oriented skilled agricultural workers,"Rowing,Gym",87,178,In relationship,2,Mastercard
3413,0,Alicja,female,1998-08-18,Żelechów,3994,Ruda Śląska,138578,Business and administration associate professionals,"Rowing,Skiing",42,28,Divorced,4,Mastercard
3414,0,Daria,female,,Jasło,35445,Trzebinia,19954,"Agricultural, forestry and fishery labourers","Crossfit,Fitness,Basketball,scrapbook,Scouting",12,332,Divorced,5,
3415,0,Anastazja,female,1968-03-20,Gdańsk,464254,Błonie,12354,Market-oriented skilled agricultural workers,,77,83,In relationship,4,Visa
3416,0,Eugeniusz,male,1972-10-25,Świdnica,57671,Świdnica,57671,"Legal, social and cultural professionals","Genealogy,Drama,Astronomy",28,349,In relationship,2,Mastercard
3417,0,Cecylia,female,1982-01-29,Białystok,297288,Kalisz,101625,"Building and related trades workers, excluding electricians","Table tennis,Singing",14,117,Married,4,Visa
3418,0,Edmund,male,1980-10-24,Kwidzyn,38553,Katowice,296262,Information and communications technology professionals,,21,105,Single,1,Mastercard
3419,0,Salezy,male,1981-09-10,Częstochowa,224376,Łódź,690422,Information and communications technicians,"Squash,Power bike,Pet",26,347,Married,2,Visa
3420,0,Amelia,female,1968-09-29,Kutno,44513,Kutno,44513,Drivers and mobile plant operators,Netball,44,156,Single,4,
3421,1,Elżbieta,female,1997-03-15,Bydgoszcz,352313,Łęczyca,14252,Information and communications technicians,"Fitness,Badminton,Stand-up comedy,Skateboarding,Glassblowing",96,247,In relationship,5,Mastercard
3422,0,Alina,female,1980-04-12,Ełk,61523,Stąporków,5754,"Subsistence farmers, fishers, hunters and gatherers","Leather crafting,Soapmaking",68,275,In relationship,,Mastercard
3423,1,Arnold,male,1987-05-01,Ząbki,35770,Warszawa,1764615,Non-commissioned armed forces officers,"Stretching,Crossfit,Archery",88,223,Single,2,Visa
3424,0,Eugenia,female,1954-02-28,Siedlce,77653,Siedlce,77653,"Food processing, wood working, garment and other craft and related trades workers",,74,224,Married with kids,4,Mastercard
3425,0,Jakub,male,1965-03-30,Toruń,202562,Bydgoszcz,352313,Cleaners and helpers,Origami,81,159,Married,4,Visa
3426,0,Barbara,female,1993-05-31,Wrocław,638586,Wrocław,638586,Cleaners and helpers,"Scouting,Brazilian jiu-jitsu,Writing",86,237,In relationship,5,Visa
3427,0,Danuta,female,,Wrocław,638586,Nakło nad Notecią,18531,General and keyboard clerks,"Cryptography,Scrapbooking,Worldbuilding",22,157,Married with kids,3,Mastercard
3428,0,Adrian,male,1970-11-25,Suchedniów,8478,Suchedniów,8478,Commissioned armed forces officers,"Rowing,Poi,Slacklining,Knife making",82,390,In relationship,2,Mastercard
3429,0,Salezy,male,1960-04-24,Gdańsk,464254,Szczecin,403883,"Legal, social and cultural professionals","Power bike,Cosplaying,Poi",99,150,Married,5,Mastercard
3430,0,Alfred,male,1988-06-30,Radzyń Podlaski,15808,Gorzów Wielkopolski,124295,Handicraft and printing workers,"Fitness,Squash,Blacksmithing,Jigsaw puzzles,Lacemaking",14,405,Divorced,4,Visa
3431,0,Eryka,female,1985-02-19,Tychy,128211,Tychy,128211,Science and engineering professionals,,34,115,In relationship,2,Visa
3432,1,Dorian,male,1989-02-14,Brzeg,36110,Poznań,538633,Cleaners and helpers,"Cardio,Sculpting",53,207,Single,4,Revolut
3433,0,Gabriela,female,1999-10-11,Piotrków Trybunalski,74312,Iława,33132,Information and communications technicians,"Gardening,Flower arranging,Soapmaking",96,340,Married with kids,5,Mastercard
3434,0,Gabriel,,1952-05-04,Wrocław,638586,Łódź,690422,Customer services clerks,"Leather crafting,Mountain biking,Cooking",83,97,Married,3,
3435,1,Izolda,female,2000-08-16,Słupsk,91465,Sierpc,18148,"Chief executives, senior officials and legislators",,36,73,Single,4,Mastercard
3436,0,Gracjan,male,1981-12-10,Kraków,767348,Warszawa,1764615,Information and communications technology professionals,"Fitness,Scuba diving,Motor sports",85,232,In relationship,4,Visa
3437,0,Aneta,female,,Łaziska Górne,22390,Włocławek,111752,Handicraft and printing workers,"Wood carving,Metal detecting",43,276,Married with kids,2,Visa
3438,0,Emil,male,1994-12-04,Żyrardów,40243,Warszawa,1764615,Science and engineering professionals,"Cooking,Singing,Skateboarding",42,210,Married,2,Mastercard
3439,0,Amadeusz,male,1983-11-14,Zduny,4543,Szczecin,403883,Health associate professionals,"Fitness,Squash,Candle making,Flying disc,Bodybuilding",25,376,,,Mastercard
3440,0,Bohdan,male,1985-08-04,Świdnica,57671,Świdnica,57671,Business and administration associate professionals,"Badminton,Computer programming,Inline skating",67,98,Married with kids,6,
3441,0,Benedykt,male,1972-09-01,Bojanowo,2940,Jelenia Góra,80072,"Hospitality, retail and other services managers","Squash,Mushroom hunting,amateur radio",15,256,In relationship,3,Mastercard
3442,0,Jagoda,,1988-08-22,Koszyce,786,Warszawa,1764615,General and keyboard clerks,"Backpacking,Taxidermy",91,313,In relationship,4,Visa
3443,0,Anna,female,2000-11-21,Łódź,690422,Ełk,61523,"Food processing, wood working, garment and other craft and related trades workers","Bodybuilding,Knife making,Sculling,Mountaineering",4,96,In relationship,,Mastercard
3444,0,Agnieszka,female,1944-10-05,Bydgoszcz,352313,Kraków,767348,"Hospitality, retail and other services managers","Stone skipping,Flower arranging,Wood carving",29,392,Married,3,Visa
3445,0,Antonina,female,1974-06-26,Lędziny,16819,Siemianowice Śląskie,67523,"Hospitality, retail and other services managers","Bird watching,Puzzles",15,156,Married with kids,2,Mastercard
3446,1,Izabela,female,1975-04-08,Kraków,767348,Malbork,38723,Science and engineering associate professionals,"Rowing,Power bike,Weightlifting,Foreign language learning",81,129,,4,Mastercard
3447,0,Gracjan,male,1983-04-28,Toruń,202562,Toruń,202562,"Building and related trades workers, excluding electricians",,,281,In relationship,4,Mastercard
3448,0,Bogumiła,female,1984-02-28,Nowogrodziec,4244,Kraków,767348,General and keyboard clerks,"Fitness,Origami,Bodybuilding",56,0,Married with kids,5,
3449,1,Apollo,male,1976-06-12,Zgierz,56690,Zgierz,56690,Market-oriented skilled agricultural workers,"Squash,Juggling",83,244,In relationship,5,Mastercard
3450,1,Jadwiga,,2000-06-05,Wrocław,638586,Wrocław,638586,Administrative and commercial managers,"Kettleballs,Rowing,Squash",1,173,,5,Mastercard
3451,0,Damian,male,1963-08-17,Goleniów,22553,Goleniów,22553,Handicraft and printing workers,"Geocaching,Scrapbooking,Cycling",60,264,Married with kids,1,Visa
3452,0,Daniel,male,1969-09-22,Barczewo,7472,Bełchatów,57964,"Hospitality, retail and other services managers","Rowing,Drama",21,12,,5,
3453,0,Eleonora,female,1979-02-06,Łódź,690422,Łódź,690422,Assemblers,Surfing,,235,In relationship,4,Mastercard
3454,1,Edward,male,1992-03-03,Poznań,538633,Poznań,538633,Handicraft and printing workers,,,185,In relationship,4,Mastercard
3455,1,Hubert,male,,Elbląg,120895,Wrocław,638586,Electrical and electronic trades workers,Sand art,16,175,Married,1,Visa
3456,0,Adam,male,1987-01-02,Nowogard,16756,Kargowa,3766,Customer services clerks,"Genealogy,Poi,Inline skating",57,206,In relationship,,Mastercard
3457,0,Gracja,female,1960-08-18,Rumia,48632,Rumia,48632,"Agricultural, forestry and fishery labourers","Yoga,Video gaming,Sports",63,176,Married with kids,4,Visa
3458,0,Apolonia,female,1995-02-26,Lublin,339850,Lublin,339850,"Armed forces occupations, other ranks","Bodybuilding,role-playing games,Painting,Skydiving",31,142,,2,Mastercard
3459,0,Agata,female,1996-06-02,Konstancin-Jeziorna,17191,Bielsk Podlaski,25611,Numerical and material recording clerks,,43,91,In relationship,2,Mastercard
3460,1,August,male,1986-03-16,Toruń,202562,Biłgoraj,26550,"Chief executives, senior officials and legislators",Calligraphy,71,179,Single,6,Mastercard
3461,0,Dorian,male,1980-03-12,Wągrowiec,25607,Wągrowiec,25607,Protective services workers,"Power bike,Archery,Kite flying,Backpacking",27,254,Married,1,
3462,0,Adelajda,,1996-04-29,Ciechocinek,10586,Bydgoszcz,352313,Food preparation assistants,Taxidermy,38,26,Married,4,Mastercard
3463,0,Honorata,female,1997-12-26,Gdańsk,464254,Gdańsk,464254,"Chief executives, senior officials and legislators","Weightlifting,Cardio,Genealogy",70,254,Married,3,
3464,0,Anastazja,female,1952-07-13,Racibórz,55189,Poniatowa,9320,Customer services clerks,,63,209,Divorced,4,Visa
3465,0,Izydor,male,1938-06-09,Częstochowa,224376,Częstochowa,224376,General and keyboard clerks,"Stretching,Sculpting,tabletop games",2,71,Married,4,Visa
3466,0,Hipolit,,1970-02-01,Białystok,297288,Warszawa,1764615,"Agricultural, forestry and fishery labourers",,60,183,,4,Visa
3467,0,Donata,female,1981-12-03,Piła,73791,Starachowice,49513,"Market-oriented skilled forestry, fishery and hunting workers",Bird watching,32,126,In relationship,3,Mastercard
3468,0,Ewelina,,1999-04-03,Ciechanów,44303,Ciechanów,44303,Health professionals,"Water sports,Sudoku",97,164,,4,Visa
3469,0,Amadeusz,,1974-02-26,Morąg,13994,Katowice,296262,Electrical and electronic trades workers,"Gaming,Homebrewing",24,237,Married with kids,4,Mastercard
3470,1,Jacek,,1999-09-27,Wrocław,638586,Niemodlin,6431,"Hospitality, retail and other services managers",,70,223,In relationship,2,Visa
3471,1,Gracjan,male,1995-04-11,Węgrów,12765,Węgrów,12765,"Labourers in mining, construction, manufacturing and transport","Rowing,Flying,Writing,Bird watching",67,237,Single,3,
3472,0,Apolinary,male,1999-11-25,Poznań,538633,Poznań,538633,Business and administration associate professionals,"Gym,Quilting",25,286,In relationship,,Mastercard
3473,0,Arkady,male,1985-01-30,Orzysz,5615,Orzysz,5615,"Market-oriented skilled forestry, fishery and hunting workers",Pet,49,287,Married,5,Mastercard
3474,0,Bronisława,female,1992-12-21,Malbork,38723,Tarnów,109650,Science and engineering associate professionals,,24,214,In relationship,4,Mastercard
3475,0,Celina,female,1972-01-07,Wrocław,638586,Wrocław,638586,"Hospitality, retail and other services managers","Orienteering,Surfing",34,263,In relationship,3,Mastercard
3476,0,Bogumiła,female,,Jastrowie,8662,Gdynia,246306,Business and administration professionals,"Weightlifting,Woodworking,Knitting",55,185,Married,4,Mastercard
3477,0,Gabriela,female,1970-11-06,Puck,11265,Puck,11265,Business and administration associate professionals,"Cardio,Orienteering,Scrapbooking,Acting",3,174,Divorced,3,Mastercard
3478,0,Izolda,female,1986-04-16,Pyskowice,18417,Pyskowice,18417,Cleaners and helpers,"Board games,Creative writing",29,267,,6,Mastercard
3479,0,Iga,female,1977-09-27,Piaseczno,47660,Piaseczno,47660,"Metal, machinery and related trades workers",Knitting,3,213,In relationship,4,
3480,0,Alfred,male,1979-10-21,Lipiany,3982,Lipiany,3982,Health associate professionals,"Badminton,Stand-up comedy,Bird watching",30,222,In relationship,2,Visa
3481,1,Bartosz,,1983-06-09,Mysłowice,74647,Gdynia,246306,Drivers and mobile plant operators,"Cardio,Crossfit,Yoga,Sudoku",50,205,Married,4,Mastercard
3482,0,Eugeniusz,male,1999-12-31,Łódź,690422,Łódź,690422,Numerical and material recording clerks,"Badminton,Rowing,Dance",36,232,Married with kids,3,Mastercard
3483,0,Bożena,female,,Świdnica,57671,Zamość,64354,"Chief executives, senior officials and legislators","Baseball,Horseback riding",50,329,,,
3484,0,Ernestyna,female,,Stargard,68195,Stargard,68195,Science and engineering associate professionals,Puzzles,81,209,Married,3,
3485,0,Hanna,female,1974-12-11,Brwinów,13533,Brwinów,13533,Commissioned armed forces officers,Roller skating,18,102,Married with kids,2,Visa
3486,0,Apolonia,female,,Katowice,296262,Katowice,296262,Administrative and commercial managers,"Weightlifting,Skimboarding,Archery,Board games",77,215,Married,,Mastercard
3487,0,Antonina,female,1986-06-06,Dębno,13931,Dębno,13931,Handicraft and printing workers,"Squash,Power bike,Rafting,Worldbuilding,Model building",63,289,Married with kids,3,
3488,0,Daniel,male,1989-03-18,Radzyń Podlaski,15808,Kraków,767348,Electrical and electronic trades workers,,81,224,In relationship,5,Visa
3489,0,Izyda,,1991-05-21,Czaplinek,7155,Wisła,11106,Numerical and material recording clerks,"Kettleballs,Crossfit",31,181,Married with kids,,Mastercard
3490,0,Bernardyna,female,1988-02-06,Mszana Dolna,7982,Piotrków Kujawski,4490,"Market-oriented skilled forestry, fishery and hunting workers","Power bike,Brazilian jiu-jitsu,Amateur radio",71,151,In relationship,5,Visa
3491,0,Beata,female,,Radom,214566,Gdynia,246306,Electrical and electronic trades workers,Power bike,,244,Married,4,Mastercard
3492,0,Apoloniusz,,1971-03-04,Elbląg,120895,Elbląg,120895,General and keyboard clerks,"Sports,Parkour,Lapidary",85,165,Married with kids,2,
3493,0,Emanuel,,1955-08-24,Warszawa,1764615,Warszawa,1764615,"Chief executives, senior officials and legislators","Leather crafting,Flower arranging,Bird watching",58,97,Married with kids,4,Mastercard
3494,1,Gracjan,male,1977-04-17,Swarzędz,30739,Swarzędz,30739,Refuse workers and other elementary workers,"Squash,Cardio,Snowboarding,Cryptography",59,171,Married,2,Mastercard
3495,0,Elżbieta,female,1982-03-02,Chełm,63333,Tarnowskie Góry,61262,"Metal, machinery and related trades workers",Lacemaking,84,267,Single,3,Mastercard
3496,0,Izabela,female,1999-01-01,Poznań,538633,Węgrów,12765,Drivers and mobile plant operators,"scrapbook,Metal detecting,Baseball",65,121,Married with kids,,Mastercard
3497,0,Dalia,female,1990-07-03,Kraków,767348,Kraków,767348,"Legal, social and cultural professionals","scrapbook,Flying disc,Stand-up comedy",36,55,Married,5,Mastercard
3498,0,Apolonia,female,1974-01-30,Malbork,38723,Malbork,38723,Protective services workers,"Stretching,Kettleballs,Playing musical instruments",6,163,In relationship,3,Visa
3499,0,Grażyna,female,1971-08-25,Pruszków,61237,Pruszków,61237,Health associate professionals,"Brazilian jiu-jitsu,Magic",55,80,Married,3,Visa
3500,1,Ernestyna,female,1992-11-08,Nowy Sącz,84041,Nowy Sącz,84041,Personal care workers,"Power bike,Squash,Fishing,Photography",34,233,,,Mastercard
3501,1,Aleksandra,,1962-06-17,Warszawa,1764615,Gdynia,246306,Drivers and mobile plant operators,"Power bike,Crossfit",44,282,In relationship,5,Visa
3502,0,Arlena,female,2000-11-17,Góra,11994,Zgorzelec,30738,Information and communications technology professionals,Air sports,11,372,,,Visa
3503,0,Hipolit,male,1981-09-02,Ostróda,33243,Białystok,297288,Science and engineering professionals,"Weightlifting,Urban exploration,Jogging",26,313,In relationship,2,Mastercard
3504,0,Benedykt,male,1955-06-14,Orzysz,5615,Warszawa,1764615,Commissioned armed forces officers,,30,220,Married with kids,4,Visa
3505,0,Bernard,male,1975-12-16,Dąbrowa Górnicza,121121,Dąbrowa Górnicza,121121,Non-commissioned armed forces officers,,38,212,Married,5,Mastercard
3506,1,Aniela,female,1981-12-07,Zgierz,56690,Zgierz,56690,Food preparation assistants,,47,194,In relationship,4,Mastercard
3507,0,Feliks,male,1975-01-11,Wrocław,638586,Wrocław,638586,Assemblers,"Rock climbing,Scuba diving",44,282,In relationship,4,Visa
3508,0,Anzelm,male,1978-01-22,Police,32970,Police,32970,Science and engineering professionals,Blacksmithing,98,154,Married with kids,4,Visa
3509,0,Donata,,1987-04-21,Bytom,168394,Duszniki-Zdrój,4728,"Hospitality, retail and other services managers",Rock climbing,82,217,Married,3,Visa
3510,0,Apolinary,male,1964-07-19,Gliwice,181309,Gliwice,181309,Sales workers,"Crossfit,Photography,Kitesurfing",71,179,Married,5,Mastercard
3511,0,Izolda,female,1952-10-15,Wrocław,638586,Wrocław,638586,Handicraft and printing workers,"Fitness,Kettleballs,Taxidermy,Candle making,3D printing",75,163,Married with kids,5,Revolut
3512,0,Bartosz,male,1964-05-31,Łaziska Górne,22390,Łaziska Górne,22390,"Chief executives, senior officials and legislators","Kettleballs,Rowing,Yoga,Sailing,Netball",40,324,In relationship,1,Mastercard
3513,1,Izydor,male,1986-09-23,Września,30279,Września,30279,Refuse workers and other elementary workers,"Cardio,Gym,Reading,Sewing,Gaming",94,293,Single,2,Mastercard
3514,0,Danuta,female,,Katowice,296262,Kraśnik,34821,"Hospitality, retail and other services managers","Fitness,Geocaching,Flying,Glassblowing",50,334,Married with kids,1,Revolut
3515,0,Aldona,female,,Rzeszów,189662,Rzeszów,189662,Commissioned armed forces officers,"Board games,Graffiti",24,34,Married with kids,5,Visa
3516,0,Franciszka,female,1991-03-21,Karczew,9960,Stalowa Wola,61903,Sales workers,"Badminton,Yoga,Glassblowing,Swimming",68,403,Married with kids,3,
3517,0,Ilona,female,1979-05-19,Kielce,196804,Kielce,196804,Commissioned armed forces officers,"Driving,Embroidery,Web surfing",6,184,Married,5,Mastercard
3518,1,Apoloniusz,male,2000-03-12,Warszawa,1764615,Warszawa,1764615,Handicraft and printing workers,"Squash,Stretching,Fitness",58,178,Married,4,Mastercard
3519,0,Apoloniusz,,1995-03-19,Bielsko-Biała,171505,Jastrzębie-Zdrój,89590,"Agricultural, forestry and fishery labourers",Jogging,70,267,In relationship,,Visa
3520,0,Amelia,female,1965-08-22,Wrocław,638586,Pruszcz Gdański,30468,"Armed forces occupations, other ranks","Foraging,Dowsing",31,351,Married,3,Mastercard
3521,1,Igor,male,1983-12-25,Legnica,100324,Legnica,100324,Protective services workers,,18,201,,4,Mastercard
3522,0,Erwin,male,1961-08-24,Legnica,100324,Piła,73791,"Labourers in mining, construction, manufacturing and transport","Rowing,Puzzles,Electronics",75,233,Married with kids,5,American Express
3523,0,Ida,female,1973-01-26,Bydgoszcz,352313,Bydgoszcz,352313,Information and communications technology professionals,"Rowing,Polo,Vacation",55,147,Married with kids,6,Visa
3524,1,Grzegorz,male,1983-06-17,Warszawa,1764615,Warszawa,1764615,Numerical and material recording clerks,"Squash,Bodybuilding,Power bike,Running",1,252,In relationship,3,Visa
3525,1,Daniel,male,1974-09-15,Chełm,63333,Chełm,63333,Food preparation assistants,"Stretching,Kettleballs,Juggling",,221,Single,4,Mastercard
3526,0,Aleksander,male,1966-04-25,Elbląg,120895,Elbląg,120895,Science and engineering professionals,,30,116,In relationship,1,Visa
3527,0,Beniamin,male,,Warszawa,1764615,Warszawa,1764615,Administrative and commercial managers,"Squash,Mountaineering,Listening to music,Lacemaking",53,273,In relationship,5,Revolut
3528,0,Aurela,female,1982-08-04,Łódź,690422,Łódź,690422,Commissioned armed forces officers,"Drama,Web surfing,Gambling",45,95,In relationship,2,Visa
3529,0,Irma,female,1974-08-02,Sokołów Podlaski,18924,Poznań,538633,Information and communications technicians,"Table tennis,Polo,Computer programming",98,236,,,Mastercard
3530,0,Alberta,female,1976-04-28,Bytom,168394,Bytom,168394,Market-oriented skilled agricultural workers,"Beekeeping,Hooping,Ghost hunting",48,62,Married with kids,3,Visa
3531,1,Baltazar,male,1987-11-01,Konstancin-Jeziorna,17191,Konstancin-Jeziorna,17191,Production and specialised services managers,"Squash,Cardio,Astronomy",5,204,In relationship,3,Mastercard
3532,1,Iwona,female,1974-11-22,Mikołów,40423,Opole,128140,Science and engineering associate professionals,"Badminton,Bodybuilding,Worldbuilding",54,243,In relationship,2,Visa
3533,1,Aga,female,2000-11-13,Łódź,690422,Kalisz Pomorski,4399,"Subsistence farmers, fishers, hunters and gatherers","Kettleballs,Skydiving",56,203,Married with kids,4,Mastercard
3534,0,Jadwiga,female,1982-03-19,Częstochowa,224376,Gdańsk,464254,Electrical and electronic trades workers,,25,97,Married with kids,2,Mastercard
3535,0,Arlena,,1982-05-16,Warszawa,1764615,Warszawa,1764615,Personal service workers,"Writing,Mountaineering,Origami",,148,In relationship,4,Mastercard
3536,0,Franciszka,female,1951-12-02,Warszawa,1764615,Jelcz-Laskowice,15867,Health professionals,Skimboarding,40,256,Single,2,Mastercard
3537,0,Izydor,male,1985-05-05,Praszka,7724,Praszka,7724,Market-oriented skilled agricultural workers,Dowsing,73,57,Married,2,Mastercard
3538,0,Bożena,female,,Ostrów Mazowiecka,22656,Mława,31243,"Armed forces occupations, other ranks","Kettleballs,Blacksmithing,Crocheting",95,133,Married with kids,4,Visa
3539,0,Inga,female,1986-06-09,Katowice,296262,Katowice,296262,Handicraft and printing workers,,81,222,Married,6,Visa
3540,0,Emanuel,male,1967-09-10,Chełm,63333,Chełm,63333,Stationary plant and machine operators,,88,0,In relationship,4,Mastercard
3541,0,Ernestyna,female,1981-12-23,Poznań,538633,Warszawa,1764615,Numerical and material recording clerks,Worldbuilding,12,23,In relationship,4,
3542,0,Barbara,female,1975-09-01,Kobyłka,23120,Kobyłka,23120,Customer services clerks,"Squash,Soapmaking,Surfing,Coloring",71,171,Married with kids,5,Mastercard
3543,1,Ireneusz,male,1993-02-20,Warszawa,1764615,Gdynia,246306,"Armed forces occupations, other ranks","Lapidary,Amateur radio",,216,Single,3,Visa
3544,0,Dawid,male,1972-11-27,Chodzież,18877,Chodzież,18877,Production and specialised services managers,Nordic skating,24,221,,4,Mastercard
3545,0,Damian,male,1989-11-21,Leszno,64197,Leszno,64197,Health associate professionals,,94,209,Single,4,Revolut
3546,1,Balbina,female,1988-03-19,Gdynia,246306,Trzcianka,17228,"Legal, social, cultural and related associate professionals","Handball,Homebrewing",88,120,,4,Visa
3547,0,Bogdana,female,1985-01-05,Stalowa Wola,61903,Stalowa Wola,61903,Protective services workers,Magic,81,300,In relationship,3,Visa
3548,0,Alberta,female,1976-07-24,Racibórz,55189,Racibórz,55189,Sales workers,"Vehicle restoration,Video gaming,Bird watching",4,177,Single,4,Visa
3549,1,Brygida,female,2000-06-11,Piastów,22732,Piastów,22732,Health professionals,"Gym,Scuba diving,Taekwondo,Sports",1,185,Single,,Visa
3550,0,Felicjan,male,1989-05-16,Bydgoszcz,352313,Olsztyn,173070,General and keyboard clerks,,64,149,Married,5,Mastercard
3551,1,Benedykta,female,1978-06-20,Lublin,339850,Lublin,339850,Drivers and mobile plant operators,"Weightlifting,Rowing,Parkour,Flying disc",,175,Single,6,Visa
3552,0,Grażyna,,1997-12-29,Gdańsk,464254,Lublin,339850,Science and engineering associate professionals,"Yoga,Shopping,Backpacking",6,365,,4,
3553,1,Bernadeta,female,1989-09-22,Warszawa,1764615,Lubin,72892,Production and specialised services managers,Stretching,29,181,Divorced,1,Visa
3554,1,Greta,female,,Kołobrzeg,46568,Kołobrzeg,46568,"Agricultural, forestry and fishery labourers",,76,214,In relationship,2,
3555,1,Adam,male,1995-06-02,Łódź,690422,Łódź,690422,Assemblers,"Power bike,Cardio,Crossfit,Brazilian jiu-jitsu,Glassblowing",12,203,Single,4,Mastercard
3556,0,Emil,male,1977-02-04,Lublin,339850,Lublin,339850,Business and administration professionals,"Gym,Genealogy,Taxidermy",61,0,Married,2,Mastercard
3557,1,Angelika,female,1981-02-12,Dobczyce,6425,Żagań,26148,Information and communications technicians,,17,155,Single,2,Visa
3558,0,Izabela,female,1974-07-21,Wałbrzych,113621,Wałbrzych,113621,Administrative and commercial managers,"Knapping,Sewing,Beekeeping",42,319,Married,,Visa
3559,0,Ismena,female,1976-07-11,Bydgoszcz,352313,Bydgoszcz,352313,Cleaners and helpers,,2,332,Married,3,Mastercard
3560,0,Gertruda,female,1981-05-11,Grybów,6089,Rybnik,139129,Personal service workers,,8,180,Married,2,Visa
3561,0,Arnolf,male,1971-07-31,Kalisz,101625,Dąbrowa Górnicza,121121,Business and administration professionals,,18,183,In relationship,3,Mastercard
3562,0,Erwina,female,1978-01-19,Kosów Lacki,2120,Augustów,30270,Health professionals,"Stretching,Cardio,Sewing",85,278,Divorced,,Visa
3563,0,Balbina,,1963-05-27,Kędzierzyn-Koźle,61661,Biała Podlaska,57545,Business and administration professionals,"Weightlifting,Rowing,Do it yourself",6,93,Married with kids,4,
3564,0,Fryderyka,female,1988-09-03,Ozorków,19685,Włocławek,111752,Assemblers,Metalworking,,108,Married,2,Mastercard
3565,0,Beata,female,1988-01-15,Leszno,64197,Oświęcim,38678,Commissioned armed forces officers,"Stretching,Badminton",80,273,In relationship,4,
